attack_cat,label,id
Generic,1,49496
Exploits,1,49497
Normal,0,49498
Generic,1,49499
Exploits,1,49500
DoS,1,49501
Normal,0,49502
Generic,1,49503
Normal,0,49504
Normal,0,49505
Normal,0,49506
Fuzzers,1,49507
Fuzzers,1,49508
Generic,1,49509
Normal,0,49510
Exploits,1,49511
Exploits,1,49512
Generic,1,49513
Fuzzers,1,49514
Normal,0,49515
DoS,1,49516
Normal,0,49517
Normal,0,49518
Generic,1,49519
Normal,0,49520
Exploits,1,49521
Generic,1,49522
Exploits,1,49523
Generic,1,49524
Backdoor,1,49525
Normal,0,49526
Normal,0,49527
Normal,0,49528
Normal,0,49529
Exploits,1,49530
Generic,1,49531
Exploits,1,49532
Normal,0,49533
Normal,0,49534
Generic,1,49535
Exploits,1,49536
Normal,0,49537
Fuzzers,1,49538
Exploits,1,49539
Normal,0,49540
Normal,0,49541
Normal,0,49542
Normal,0,49543
Fuzzers,1,49544
Normal,0,49545
Generic,1,49546
Exploits,1,49547
Generic,1,49548
Reconnaissance,1,49549
Normal,0,49550
Normal,0,49551
Exploits,1,49552
Generic,1,49553
Reconnaissance,1,49554
Generic,1,49555
Reconnaissance,1,49556
Exploits,1,49557
DoS,1,49558
Fuzzers,1,49559
Generic,1,49560
Generic,1,49561
Exploits,1,49562
Normal,0,49563
DoS,1,49564
Exploits,1,49565
Normal,0,49566
Fuzzers,1,49567
Normal,0,49568
Normal,0,49569
Normal,0,49570
Normal,0,49571
Normal,0,49572
Exploits,1,49573
Exploits,1,49574
DoS,1,49575
Normal,0,49576
Fuzzers,1,49577
Reconnaissance,1,49578
Normal,0,49579
Exploits,1,49580
Generic,1,49581
Normal,0,49582
Generic,1,49583
Normal,0,49584
DoS,1,49585
Generic,1,49586
Fuzzers,1,49587
Fuzzers,1,49588
Normal,0,49589
Normal,0,49590
DoS,1,49591
Normal,0,49592
Normal,0,49593
Normal,0,49594
Fuzzers,1,49595
DoS,1,49596
Normal,0,49597
Normal,0,49598
Exploits,1,49599
Exploits,1,49600
Generic,1,49601
Generic,1,49602
Fuzzers,1,49603
Normal,0,49604
Exploits,1,49605
Analysis,1,49606
DoS,1,49607
Exploits,1,49608
Generic,1,49609
DoS,1,49610
Normal,0,49611
Exploits,1,49612
Generic,1,49613
Generic,1,49614
Exploits,1,49615
Generic,1,49616
Fuzzers,1,49617
Generic,1,49618
Exploits,1,49619
Generic,1,49620
DoS,1,49621
DoS,1,49622
Normal,0,49623
Normal,0,49624
DoS,1,49625
Normal,0,49626
Generic,1,49627
Normal,0,49628
Exploits,1,49629
Normal,0,49630
Normal,0,49631
Normal,0,49632
Exploits,1,49633
Exploits,1,49634
Normal,0,49635
Generic,1,49636
Generic,1,49637
Exploits,1,49638
Fuzzers,1,49639
Exploits,1,49640
Exploits,1,49641
Exploits,1,49642
Fuzzers,1,49643
Reconnaissance,1,49644
Exploits,1,49645
Normal,0,49646
Exploits,1,49647
Fuzzers,1,49648
Generic,1,49649
Reconnaissance,1,49650
Normal,0,49651
Normal,0,49652
DoS,1,49653
Exploits,1,49654
Reconnaissance,1,49655
Generic,1,49656
Exploits,1,49657
Generic,1,49658
DoS,1,49659
Shellcode,1,49660
Normal,0,49661
Generic,1,49662
Normal,0,49663
Normal,0,49664
Fuzzers,1,49665
Exploits,1,49666
Normal,0,49667
Normal,0,49668
Generic,1,49669
Backdoor,1,49670
Reconnaissance,1,49671
Generic,1,49672
Exploits,1,49673
DoS,1,49674
Analysis,1,49675
Normal,0,49676
Normal,0,49677
Normal,0,49678
Generic,1,49679
Generic,1,49680
Normal,0,49681
Exploits,1,49682
Normal,0,49683
Fuzzers,1,49684
Generic,1,49685
Exploits,1,49686
DoS,1,49687
DoS,1,49688
Generic,1,49689
Generic,1,49690
Normal,0,49691
Generic,1,49692
Generic,1,49693
Fuzzers,1,49694
Fuzzers,1,49695
Exploits,1,49696
Normal,0,49697
Exploits,1,49698
Normal,0,49699
Exploits,1,49700
Normal,0,49701
Generic,1,49702
Generic,1,49703
Exploits,1,49704
Backdoor,1,49705
Backdoor,1,49706
Normal,0,49707
Analysis,1,49708
Reconnaissance,1,49709
Fuzzers,1,49710
DoS,1,49711
Normal,0,49712
Generic,1,49713
Reconnaissance,1,49714
Normal,0,49715
Exploits,1,49716
Generic,1,49717
Exploits,1,49718
Normal,0,49719
Generic,1,49720
Normal,0,49721
Normal,0,49722
Generic,1,49723
Generic,1,49724
Reconnaissance,1,49725
Normal,0,49726
Generic,1,49727
Generic,1,49728
Normal,0,49729
Normal,0,49730
Normal,0,49731
Normal,0,49732
DoS,1,49733
Normal,0,49734
Generic,1,49735
Normal,0,49736
Analysis,1,49737
Normal,0,49738
Generic,1,49739
DoS,1,49740
Exploits,1,49741
Normal,0,49742
Generic,1,49743
Normal,0,49744
Normal,0,49745
Normal,0,49746
Normal,0,49747
Generic,1,49748
Normal,0,49749
DoS,1,49750
Normal,0,49751
Generic,1,49752
Generic,1,49753
Exploits,1,49754
Reconnaissance,1,49755
Fuzzers,1,49756
Normal,0,49757
Exploits,1,49758
Normal,0,49759
Generic,1,49760
Exploits,1,49761
Exploits,1,49762
Reconnaissance,1,49763
Reconnaissance,1,49764
Fuzzers,1,49765
Fuzzers,1,49766
Generic,1,49767
Exploits,1,49768
Generic,1,49769
Fuzzers,1,49770
Generic,1,49771
Normal,0,49772
Generic,1,49773
Fuzzers,1,49774
Reconnaissance,1,49775
Generic,1,49776
Normal,0,49777
DoS,1,49778
Fuzzers,1,49779
Normal,0,49780
Normal,0,49781
Normal,0,49782
Exploits,1,49783
Exploits,1,49784
Fuzzers,1,49785
DoS,1,49786
Fuzzers,1,49787
Normal,0,49788
Normal,0,49789
Normal,0,49790
Normal,0,49791
Fuzzers,1,49792
Generic,1,49793
Generic,1,49794
Exploits,1,49795
Exploits,1,49796
Shellcode,1,49797
Exploits,1,49798
Normal,0,49799
Exploits,1,49800
Generic,1,49801
Fuzzers,1,49802
Normal,0,49803
Reconnaissance,1,49804
Normal,0,49805
Exploits,1,49806
Generic,1,49807
Generic,1,49808
DoS,1,49809
Normal,0,49810
Normal,0,49811
DoS,1,49812
Generic,1,49813
Exploits,1,49814
Normal,0,49815
Generic,1,49816
Reconnaissance,1,49817
Normal,0,49818
Normal,0,49819
Normal,0,49820
Normal,0,49821
Exploits,1,49822
Backdoor,1,49823
Reconnaissance,1,49824
Normal,0,49825
Generic,1,49826
Fuzzers,1,49827
Normal,0,49828
Reconnaissance,1,49829
Fuzzers,1,49830
Fuzzers,1,49831
Generic,1,49832
Generic,1,49833
Exploits,1,49834
Generic,1,49835
Backdoor,1,49836
Normal,0,49837
DoS,1,49838
Fuzzers,1,49839
Fuzzers,1,49840
Exploits,1,49841
Reconnaissance,1,49842
DoS,1,49843
Fuzzers,1,49844
Exploits,1,49845
Exploits,1,49846
Exploits,1,49847
Generic,1,49848
Reconnaissance,1,49849
DoS,1,49850
Normal,0,49851
Normal,0,49852
Normal,0,49853
Normal,0,49854
Backdoor,1,49855
Fuzzers,1,49856
Reconnaissance,1,49857
Exploits,1,49858
Exploits,1,49859
Generic,1,49860
Generic,1,49861
DoS,1,49862
Generic,1,49863
Generic,1,49864
Reconnaissance,1,49865
DoS,1,49866
Exploits,1,49867
Exploits,1,49868
Generic,1,49869
Normal,0,49870
Reconnaissance,1,49871
Exploits,1,49872
Exploits,1,49873
Normal,0,49874
Fuzzers,1,49875
DoS,1,49876
Generic,1,49877
Normal,0,49878
Normal,0,49879
Generic,1,49880
Exploits,1,49881
Reconnaissance,1,49882
Normal,0,49883
Normal,0,49884
Exploits,1,49885
Exploits,1,49886
Normal,0,49887
Exploits,1,49888
Normal,0,49889
Normal,0,49890
Exploits,1,49891
Normal,0,49892
Exploits,1,49893
Normal,0,49894
Normal,0,49895
Normal,0,49896
Fuzzers,1,49897
Normal,0,49898
Generic,1,49899
Generic,1,49900
Normal,0,49901
DoS,1,49902
Generic,1,49903
Normal,0,49904
Generic,1,49905
Generic,1,49906
Analysis,1,49907
DoS,1,49908
DoS,1,49909
Normal,0,49910
Exploits,1,49911
Generic,1,49912
Exploits,1,49913
Normal,0,49914
Exploits,1,49915
Generic,1,49916
Generic,1,49917
Normal,0,49918
Exploits,1,49919
Normal,0,49920
Generic,1,49921
Normal,0,49922
Fuzzers,1,49923
Exploits,1,49924
Normal,0,49925
Exploits,1,49926
Normal,0,49927
Generic,1,49928
Normal,0,49929
Normal,0,49930
Exploits,1,49931
Reconnaissance,1,49932
DoS,1,49933
Exploits,1,49934
Reconnaissance,1,49935
Generic,1,49936
Generic,1,49937
Generic,1,49938
Exploits,1,49939
Worms,1,49940
Normal,0,49941
Exploits,1,49942
Generic,1,49943
Generic,1,49944
Normal,0,49945
Exploits,1,49946
Normal,0,49947
Normal,0,49948
Generic,1,49949
Fuzzers,1,49950
Normal,0,49951
Normal,0,49952
Normal,0,49953
Generic,1,49954
Generic,1,49955
Reconnaissance,1,49956
Reconnaissance,1,49957
Normal,0,49958
Generic,1,49959
Normal,0,49960
Generic,1,49961
Normal,0,49962
Fuzzers,1,49963
Normal,0,49964
Generic,1,49965
Generic,1,49966
Exploits,1,49967
Exploits,1,49968
Generic,1,49969
Generic,1,49970
Generic,1,49971
Normal,0,49972
Normal,0,49973
Generic,1,49974
Generic,1,49975
DoS,1,49976
Generic,1,49977
Normal,0,49978
Normal,0,49979
Exploits,1,49980
Normal,0,49981
Normal,0,49982
Generic,1,49983
Fuzzers,1,49984
Generic,1,49985
DoS,1,49986
Generic,1,49987
Normal,0,49988
Generic,1,49989
Fuzzers,1,49990
Fuzzers,1,49991
Normal,0,49992
Reconnaissance,1,49993
Generic,1,49994
Normal,0,49995
Normal,0,49996
Exploits,1,49997
Normal,0,49998
Normal,0,49999
DoS,1,50000
Normal,0,50001
Generic,1,50002
Generic,1,50003
Exploits,1,50004
Reconnaissance,1,50005
Generic,1,50006
Normal,0,50007
Fuzzers,1,50008
Generic,1,50009
Exploits,1,50010
DoS,1,50011
Normal,0,50012
Normal,0,50013
Exploits,1,50014
Exploits,1,50015
Normal,0,50016
Generic,1,50017
Exploits,1,50018
Generic,1,50019
Normal,0,50020
Normal,0,50021
Generic,1,50022
Normal,0,50023
Fuzzers,1,50024
Normal,0,50025
Analysis,1,50026
Normal,0,50027
Normal,0,50028
Generic,1,50029
Normal,0,50030
Fuzzers,1,50031
Generic,1,50032
Reconnaissance,1,50033
Normal,0,50034
Generic,1,50035
Normal,0,50036
Normal,0,50037
Generic,1,50038
Generic,1,50039
Exploits,1,50040
Normal,0,50041
Generic,1,50042
Normal,0,50043
Normal,0,50044
DoS,1,50045
Generic,1,50046
Normal,0,50047
Normal,0,50048
Exploits,1,50049
Generic,1,50050
Normal,0,50051
Fuzzers,1,50052
Exploits,1,50053
Normal,0,50054
Normal,0,50055
Generic,1,50056
Generic,1,50057
Exploits,1,50058
DoS,1,50059
Exploits,1,50060
Normal,0,50061
Normal,0,50062
Normal,0,50063
Generic,1,50064
Generic,1,50065
Exploits,1,50066
Exploits,1,50067
Reconnaissance,1,50068
Generic,1,50069
Normal,0,50070
Generic,1,50071
DoS,1,50072
Generic,1,50073
DoS,1,50074
Exploits,1,50075
Exploits,1,50076
Generic,1,50077
Exploits,1,50078
Generic,1,50079
Reconnaissance,1,50080
Normal,0,50081
Normal,0,50082
Exploits,1,50083
Generic,1,50084
Exploits,1,50085
Exploits,1,50086
Reconnaissance,1,50087
Exploits,1,50088
Fuzzers,1,50089
Normal,0,50090
Reconnaissance,1,50091
Reconnaissance,1,50092
Exploits,1,50093
Exploits,1,50094
Generic,1,50095
Normal,0,50096
Normal,0,50097
Normal,0,50098
Exploits,1,50099
Exploits,1,50100
Exploits,1,50101
Normal,0,50102
DoS,1,50103
Generic,1,50104
Normal,0,50105
Generic,1,50106
Normal,0,50107
Normal,0,50108
Generic,1,50109
DoS,1,50110
Exploits,1,50111
Normal,0,50112
Normal,0,50113
Normal,0,50114
DoS,1,50115
Exploits,1,50116
Normal,0,50117
Reconnaissance,1,50118
Exploits,1,50119
Normal,0,50120
Exploits,1,50121
Exploits,1,50122
Fuzzers,1,50123
Fuzzers,1,50124
Generic,1,50125
Generic,1,50126
Normal,0,50127
Worms,1,50128
Exploits,1,50129
Normal,0,50130
Normal,0,50131
Exploits,1,50132
DoS,1,50133
Normal,0,50134
Fuzzers,1,50135
DoS,1,50136
DoS,1,50137
Analysis,1,50138
Exploits,1,50139
Normal,0,50140
Normal,0,50141
Exploits,1,50142
Exploits,1,50143
Normal,0,50144
Generic,1,50145
Exploits,1,50146
DoS,1,50147
Generic,1,50148
Exploits,1,50149
Normal,0,50150
Exploits,1,50151
Fuzzers,1,50152
DoS,1,50153
Generic,1,50154
Generic,1,50155
Exploits,1,50156
Exploits,1,50157
Exploits,1,50158
Normal,0,50159
Fuzzers,1,50160
Normal,0,50161
Normal,0,50162
Normal,0,50163
Generic,1,50164
Generic,1,50165
Normal,0,50166
DoS,1,50167
Generic,1,50168
Normal,0,50169
Reconnaissance,1,50170
Generic,1,50171
Normal,0,50172
Generic,1,50173
Normal,0,50174
Normal,0,50175
Exploits,1,50176
Generic,1,50177
Normal,0,50178
Exploits,1,50179
Normal,0,50180
Reconnaissance,1,50181
Exploits,1,50182
Normal,0,50183
Fuzzers,1,50184
DoS,1,50185
Shellcode,1,50186
Normal,0,50187
DoS,1,50188
Normal,0,50189
Generic,1,50190
DoS,1,50191
Normal,0,50192
Normal,0,50193
Generic,1,50194
Generic,1,50195
Fuzzers,1,50196
Exploits,1,50197
Normal,0,50198
Generic,1,50199
Generic,1,50200
Normal,0,50201
Generic,1,50202
Generic,1,50203
Reconnaissance,1,50204
Generic,1,50205
Exploits,1,50206
Reconnaissance,1,50207
Fuzzers,1,50208
Fuzzers,1,50209
Exploits,1,50210
Normal,0,50211
Generic,1,50212
Generic,1,50213
Generic,1,50214
Generic,1,50215
Normal,0,50216
Generic,1,50217
Fuzzers,1,50218
Generic,1,50219
Normal,0,50220
Fuzzers,1,50221
Reconnaissance,1,50222
Generic,1,50223
Normal,0,50224
Exploits,1,50225
DoS,1,50226
Shellcode,1,50227
Normal,0,50228
Analysis,1,50229
Generic,1,50230
Normal,0,50231
DoS,1,50232
Exploits,1,50233
Normal,0,50234
Fuzzers,1,50235
Exploits,1,50236
Normal,0,50237
Exploits,1,50238
Normal,0,50239
Exploits,1,50240
Normal,0,50241
Exploits,1,50242
Fuzzers,1,50243
DoS,1,50244
Fuzzers,1,50245
Reconnaissance,1,50246
Exploits,1,50247
Normal,0,50248
Exploits,1,50249
Fuzzers,1,50250
Normal,0,50251
Exploits,1,50252
Generic,1,50253
DoS,1,50254
Exploits,1,50255
Generic,1,50256
Normal,0,50257
DoS,1,50258
Generic,1,50259
Reconnaissance,1,50260
Exploits,1,50261
Exploits,1,50262
Normal,0,50263
Normal,0,50264
Reconnaissance,1,50265
Fuzzers,1,50266
Normal,0,50267
Exploits,1,50268
DoS,1,50269
Fuzzers,1,50270
Generic,1,50271
Fuzzers,1,50272
Generic,1,50273
Normal,0,50274
Reconnaissance,1,50275
Shellcode,1,50276
Exploits,1,50277
Exploits,1,50278
Exploits,1,50279
Generic,1,50280
Normal,0,50281
Normal,0,50282
Exploits,1,50283
DoS,1,50284
Exploits,1,50285
Normal,0,50286
Exploits,1,50287
Normal,0,50288
Exploits,1,50289
Fuzzers,1,50290
DoS,1,50291
Fuzzers,1,50292
Normal,0,50293
Reconnaissance,1,50294
Normal,0,50295
Normal,0,50296
Generic,1,50297
Generic,1,50298
Normal,0,50299
Fuzzers,1,50300
Exploits,1,50301
Fuzzers,1,50302
Generic,1,50303
Normal,0,50304
Reconnaissance,1,50305
Exploits,1,50306
Generic,1,50307
Reconnaissance,1,50308
Normal,0,50309
Generic,1,50310
Exploits,1,50311
Exploits,1,50312
Normal,0,50313
Generic,1,50314
Reconnaissance,1,50315
Normal,0,50316
Exploits,1,50317
Generic,1,50318
Generic,1,50319
Normal,0,50320
Exploits,1,50321
Exploits,1,50322
DoS,1,50323
Generic,1,50324
Normal,0,50325
Normal,0,50326
Reconnaissance,1,50327
Normal,0,50328
Reconnaissance,1,50329
Exploits,1,50330
Fuzzers,1,50331
Generic,1,50332
Generic,1,50333
Reconnaissance,1,50334
Normal,0,50335
Analysis,1,50336
DoS,1,50337
Generic,1,50338
Exploits,1,50339
Generic,1,50340
Exploits,1,50341
Generic,1,50342
Generic,1,50343
Normal,0,50344
Generic,1,50345
Generic,1,50346
Fuzzers,1,50347
Generic,1,50348
Generic,1,50349
Reconnaissance,1,50350
Shellcode,1,50351
Generic,1,50352
Generic,1,50353
Normal,0,50354
Fuzzers,1,50355
Normal,0,50356
Exploits,1,50357
Normal,0,50358
Normal,0,50359
DoS,1,50360
Generic,1,50361
Exploits,1,50362
Exploits,1,50363
Normal,0,50364
Normal,0,50365
Generic,1,50366
Exploits,1,50367
Exploits,1,50368
Analysis,1,50369
Exploits,1,50370
Exploits,1,50371
Exploits,1,50372
Normal,0,50373
Normal,0,50374
Generic,1,50375
Reconnaissance,1,50376
Normal,0,50377
Exploits,1,50378
Normal,0,50379
Normal,0,50380
Exploits,1,50381
Normal,0,50382
Generic,1,50383
Normal,0,50384
Generic,1,50385
Generic,1,50386
Generic,1,50387
Normal,0,50388
Normal,0,50389
Exploits,1,50390
Exploits,1,50391
Normal,0,50392
Fuzzers,1,50393
DoS,1,50394
Normal,0,50395
Exploits,1,50396
Normal,0,50397
Fuzzers,1,50398
Normal,0,50399
Reconnaissance,1,50400
Normal,0,50401
Fuzzers,1,50402
Normal,0,50403
Reconnaissance,1,50404
Normal,0,50405
Normal,0,50406
Normal,0,50407
Fuzzers,1,50408
Generic,1,50409
Normal,0,50410
Exploits,1,50411
Generic,1,50412
Generic,1,50413
Normal,0,50414
Fuzzers,1,50415
Generic,1,50416
Fuzzers,1,50417
Fuzzers,1,50418
Normal,0,50419
Fuzzers,1,50420
Generic,1,50421
Fuzzers,1,50422
Fuzzers,1,50423
Fuzzers,1,50424
Generic,1,50425
Normal,0,50426
Generic,1,50427
Generic,1,50428
Fuzzers,1,50429
Normal,0,50430
Normal,0,50431
Exploits,1,50432
Fuzzers,1,50433
Generic,1,50434
Normal,0,50435
Fuzzers,1,50436
Normal,0,50437
Normal,0,50438
Generic,1,50439
DoS,1,50440
Generic,1,50441
DoS,1,50442
Generic,1,50443
Generic,1,50444
Analysis,1,50445
Normal,0,50446
Generic,1,50447
Exploits,1,50448
Exploits,1,50449
Generic,1,50450
Reconnaissance,1,50451
Generic,1,50452
Fuzzers,1,50453
Generic,1,50454
Fuzzers,1,50455
Normal,0,50456
Normal,0,50457
Normal,0,50458
Exploits,1,50459
Exploits,1,50460
Fuzzers,1,50461
Normal,0,50462
Normal,0,50463
Generic,1,50464
Generic,1,50465
Normal,0,50466
Normal,0,50467
Normal,0,50468
Generic,1,50469
Normal,0,50470
DoS,1,50471
Generic,1,50472
Exploits,1,50473
Fuzzers,1,50474
Generic,1,50475
Normal,0,50476
DoS,1,50477
Normal,0,50478
Normal,0,50479
Normal,0,50480
Generic,1,50481
Fuzzers,1,50482
Generic,1,50483
Normal,0,50484
DoS,1,50485
Exploits,1,50486
DoS,1,50487
Generic,1,50488
Exploits,1,50489
Exploits,1,50490
Normal,0,50491
Generic,1,50492
Normal,0,50493
Exploits,1,50494
Generic,1,50495
Normal,0,50496
Exploits,1,50497
Fuzzers,1,50498
Fuzzers,1,50499
Fuzzers,1,50500
Generic,1,50501
Reconnaissance,1,50502
Normal,0,50503
Normal,0,50504
Generic,1,50505
Normal,0,50506
Generic,1,50507
Exploits,1,50508
DoS,1,50509
Generic,1,50510
DoS,1,50511
Exploits,1,50512
Exploits,1,50513
Normal,0,50514
Normal,0,50515
Generic,1,50516
Normal,0,50517
Normal,0,50518
Normal,0,50519
Normal,0,50520
Normal,0,50521
Generic,1,50522
Exploits,1,50523
Exploits,1,50524
Normal,0,50525
Normal,0,50526
Normal,0,50527
Generic,1,50528
DoS,1,50529
Exploits,1,50530
Normal,0,50531
Normal,0,50532
Normal,0,50533
Normal,0,50534
Generic,1,50535
Generic,1,50536
Exploits,1,50537
Fuzzers,1,50538
Normal,0,50539
Exploits,1,50540
Exploits,1,50541
Normal,0,50542
Exploits,1,50543
Fuzzers,1,50544
Fuzzers,1,50545
Normal,0,50546
DoS,1,50547
Normal,0,50548
Exploits,1,50549
Normal,0,50550
Exploits,1,50551
Generic,1,50552
Normal,0,50553
Fuzzers,1,50554
Generic,1,50555
Generic,1,50556
Generic,1,50557
Exploits,1,50558
Normal,0,50559
Exploits,1,50560
Exploits,1,50561
Exploits,1,50562
DoS,1,50563
Generic,1,50564
Normal,0,50565
Normal,0,50566
Normal,0,50567
Fuzzers,1,50568
Generic,1,50569
Generic,1,50570
Reconnaissance,1,50571
DoS,1,50572
Fuzzers,1,50573
Generic,1,50574
Generic,1,50575
Reconnaissance,1,50576
Normal,0,50577
Normal,0,50578
Exploits,1,50579
Normal,0,50580
Fuzzers,1,50581
Normal,0,50582
Generic,1,50583
Exploits,1,50584
Fuzzers,1,50585
Normal,0,50586
Normal,0,50587
Exploits,1,50588
Normal,0,50589
Exploits,1,50590
Exploits,1,50591
Exploits,1,50592
Fuzzers,1,50593
Reconnaissance,1,50594
Reconnaissance,1,50595
Fuzzers,1,50596
Fuzzers,1,50597
Fuzzers,1,50598
Exploits,1,50599
Reconnaissance,1,50600
Exploits,1,50601
DoS,1,50602
Fuzzers,1,50603
Normal,0,50604
Normal,0,50605
Exploits,1,50606
Exploits,1,50607
Fuzzers,1,50608
Normal,0,50609
Fuzzers,1,50610
Normal,0,50611
Normal,0,50612
Normal,0,50613
Fuzzers,1,50614
Normal,0,50615
Normal,0,50616
Normal,0,50617
Normal,0,50618
Generic,1,50619
Normal,0,50620
Generic,1,50621
Generic,1,50622
Exploits,1,50623
Normal,0,50624
Fuzzers,1,50625
DoS,1,50626
Fuzzers,1,50627
Exploits,1,50628
Generic,1,50629
Exploits,1,50630
Analysis,1,50631
DoS,1,50632
Exploits,1,50633
Normal,0,50634
Reconnaissance,1,50635
Normal,0,50636
Generic,1,50637
Fuzzers,1,50638
DoS,1,50639
Normal,0,50640
Exploits,1,50641
Generic,1,50642
Exploits,1,50643
Generic,1,50644
DoS,1,50645
Generic,1,50646
Fuzzers,1,50647
Normal,0,50648
Generic,1,50649
Normal,0,50650
Normal,0,50651
Fuzzers,1,50652
Normal,0,50653
Exploits,1,50654
Exploits,1,50655
Normal,0,50656
Exploits,1,50657
Normal,0,50658
Exploits,1,50659
Generic,1,50660
DoS,1,50661
Generic,1,50662
Shellcode,1,50663
Reconnaissance,1,50664
Fuzzers,1,50665
Normal,0,50666
Normal,0,50667
Generic,1,50668
DoS,1,50669
Normal,0,50670
Normal,0,50671
Generic,1,50672
Normal,0,50673
Generic,1,50674
Normal,0,50675
Normal,0,50676
Exploits,1,50677
Normal,0,50678
Generic,1,50679
Backdoor,1,50680
Normal,0,50681
Normal,0,50682
Generic,1,50683
Fuzzers,1,50684
Exploits,1,50685
Normal,0,50686
Generic,1,50687
Normal,0,50688
Exploits,1,50689
Normal,0,50690
Reconnaissance,1,50691
Generic,1,50692
Generic,1,50693
Normal,0,50694
Normal,0,50695
Exploits,1,50696
Fuzzers,1,50697
Fuzzers,1,50698
Normal,0,50699
Fuzzers,1,50700
Fuzzers,1,50701
Normal,0,50702
Exploits,1,50703
Fuzzers,1,50704
Fuzzers,1,50705
Reconnaissance,1,50706
DoS,1,50707
Generic,1,50708
Normal,0,50709
Normal,0,50710
Exploits,1,50711
Reconnaissance,1,50712
Normal,0,50713
Normal,0,50714
DoS,1,50715
DoS,1,50716
Exploits,1,50717
DoS,1,50718
Generic,1,50719
DoS,1,50720
DoS,1,50721
Normal,0,50722
Generic,1,50723
Generic,1,50724
Normal,0,50725
Fuzzers,1,50726
Generic,1,50727
Normal,0,50728
Exploits,1,50729
Normal,0,50730
Exploits,1,50731
Normal,0,50732
Generic,1,50733
Exploits,1,50734
Exploits,1,50735
Normal,0,50736
DoS,1,50737
Exploits,1,50738
Fuzzers,1,50739
Fuzzers,1,50740
Normal,0,50741
Generic,1,50742
Generic,1,50743
Generic,1,50744
Generic,1,50745
Generic,1,50746
Generic,1,50747
DoS,1,50748
Normal,0,50749
Exploits,1,50750
Fuzzers,1,50751
Normal,0,50752
Reconnaissance,1,50753
Generic,1,50754
Generic,1,50755
Fuzzers,1,50756
Normal,0,50757
Exploits,1,50758
Exploits,1,50759
Generic,1,50760
Generic,1,50761
Normal,0,50762
Exploits,1,50763
Generic,1,50764
Normal,0,50765
DoS,1,50766
Normal,0,50767
Shellcode,1,50768
Normal,0,50769
Generic,1,50770
Fuzzers,1,50771
Exploits,1,50772
Normal,0,50773
Generic,1,50774
Reconnaissance,1,50775
Reconnaissance,1,50776
Normal,0,50777
Exploits,1,50778
Exploits,1,50779
Fuzzers,1,50780
Normal,0,50781
Generic,1,50782
Fuzzers,1,50783
Normal,0,50784
Exploits,1,50785
Generic,1,50786
Generic,1,50787
Generic,1,50788
Exploits,1,50789
Normal,0,50790
Exploits,1,50791
Exploits,1,50792
Normal,0,50793
Normal,0,50794
Exploits,1,50795
Fuzzers,1,50796
Generic,1,50797
Exploits,1,50798
Generic,1,50799
DoS,1,50800
Fuzzers,1,50801
Normal,0,50802
Generic,1,50803
Normal,0,50804
Generic,1,50805
Exploits,1,50806
Normal,0,50807
Fuzzers,1,50808
Generic,1,50809
DoS,1,50810
Normal,0,50811
Generic,1,50812
Normal,0,50813
Generic,1,50814
DoS,1,50815
Normal,0,50816
Generic,1,50817
Fuzzers,1,50818
Generic,1,50819
Reconnaissance,1,50820
Normal,0,50821
Generic,1,50822
Normal,0,50823
Generic,1,50824
Generic,1,50825
Exploits,1,50826
Normal,0,50827
Shellcode,1,50828
Generic,1,50829
Normal,0,50830
Generic,1,50831
Normal,0,50832
Fuzzers,1,50833
Normal,0,50834
Normal,0,50835
Exploits,1,50836
Normal,0,50837
Generic,1,50838
Normal,0,50839
Normal,0,50840
Exploits,1,50841
Generic,1,50842
Normal,0,50843
Exploits,1,50844
Normal,0,50845
Generic,1,50846
Normal,0,50847
Exploits,1,50848
DoS,1,50849
Exploits,1,50850
Exploits,1,50851
Exploits,1,50852
Generic,1,50853
Normal,0,50854
Normal,0,50855
Fuzzers,1,50856
Normal,0,50857
Fuzzers,1,50858
Normal,0,50859
Fuzzers,1,50860
DoS,1,50861
Generic,1,50862
Normal,0,50863
Normal,0,50864
Normal,0,50865
Exploits,1,50866
Normal,0,50867
Fuzzers,1,50868
Exploits,1,50869
Worms,1,50870
Normal,0,50871
Fuzzers,1,50872
Generic,1,50873
Normal,0,50874
Generic,1,50875
Normal,0,50876
Normal,0,50877
Generic,1,50878
Shellcode,1,50879
Exploits,1,50880
Normal,0,50881
Fuzzers,1,50882
Normal,0,50883
Fuzzers,1,50884
Normal,0,50885
Normal,0,50886
Reconnaissance,1,50887
Generic,1,50888
Generic,1,50889
Fuzzers,1,50890
Normal,0,50891
Generic,1,50892
Exploits,1,50893
Generic,1,50894
Normal,0,50895
Normal,0,50896
Reconnaissance,1,50897
Normal,0,50898
Exploits,1,50899
Generic,1,50900
DoS,1,50901
Fuzzers,1,50902
Exploits,1,50903
Normal,0,50904
Normal,0,50905
Generic,1,50906
Normal,0,50907
Generic,1,50908
Normal,0,50909
Generic,1,50910
Generic,1,50911
Exploits,1,50912
Fuzzers,1,50913
Generic,1,50914
Normal,0,50915
Reconnaissance,1,50916
Generic,1,50917
DoS,1,50918
Normal,0,50919
Fuzzers,1,50920
Reconnaissance,1,50921
Exploits,1,50922
Exploits,1,50923
Normal,0,50924
Generic,1,50925
Normal,0,50926
Normal,0,50927
Generic,1,50928
